Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Colombia,COL,2.94752767697511,4.65915971016549,-0.574481952921505,-5.80848087400583,-5.92081378100043,-6.4297445393461,-5.64518378353415,-5.91398060173793,-5.89422137953144,0.543878186128783,-0.836806038430737,-3.12684026194261,-3.35149985936908,-3.36558409370468,-2.32192408419493,-3.48061001662929,-4.18418045932433,-4.23261284556109,-2.94845914628772,-2.3071371323075,-1.58291364922986,-0.917413407902453,-1.2127404513381,-1.81376935497197,-4.21796742180854,-7.06034109945172,-6.76837442780702,-4.99233544565771,-4.73531344181107,-5.82245667259081,-7.01101984934966,-7.66513448383997,-7.50591912466972,-4.51776713709677,-4.15708485766782,-5.4008614063524
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,France,FRA,-0.608884429011122,-0.125162421167438,0.927453286038952,1.90700245832315,1.74967543661321,1.94764815096757,2.13352535021388,3.4571966206528,3.08410140371039,2.74329318466571,1.73005094680599,1.96797416381162,2.32887866824335,1.67505304772298,1.32644289038957,0.504276927349924,-0.0135805620391743,-0.435492193180751,-0.781673484674395,-0.437215840439722,-0.934579064685492,-1.52794080949056,-0.947599771621397,-0.636663187841603,-0.715641134920571,-0.117697743110571,-0.346336298209102,-0.772180066113055,-0.96629699679387,-0.649874837945523,-1.72444508553381,-1.21238276445104,-2.73091094444259,-1.71363130525414,-0.328679075608037,-0.406732254812056
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Germany,DEU,-0.208131131092854,-0.503389649474432,-0.504944762528584,0.00864943607952929,0.115667947029956,0.356907886080013,0.660752063715933,1.02247887839445,1.16485603097448,0.540524927307389,0.165707202088596,1.56153639440135,4.04833225388601,3.62114592491108,4.96393434043889,4.95319708820102,5.17970636968403,6.3897695714769,5.78458104183402,4.76990501088626,5.10545796593838,4.85425441678104,6.03951730444972,5.77453880717814,6.53898347110207,7.41421366167481,7.2650936871129,6.95107572207338,5.86855676857803,5.60724624570291,5.30608104975194,5.12014099730063,2.47105447198695,3.97197646060612,3.77738815468807,2.35673648910157
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,India,IND,-1.39956104190741,0.000754989935874379,-0.74724519178629,0.016895123258149,-0.301974544034664,-1.17951263612542,-1.15914932817409,-1.23795223028994,-1.66253172044436,-1.91146881869106,-0.906450287751646,-0.876495485614968,-0.979895086431919,-0.696608416561172,-1.78556413335122,-2.79117622520215,-3.18859765487213,-4.08686918154154,-5.17350591894442,-5.471830894171,-4.45333999982715,-6.54305737438719,-6.72486040591518,-2.98240934563964,-2.98625973083243,-2.29653555305562,-1.76601589208677,-3.15896727592607,-3.76131213467656,-2.57687373613013,-0.393151469925627,-2.62477212294165,-2.61759500261296,-1.6133481247678,-1.78872749699502,-1.74211855202993
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Japan,JPN,0.748711540246735,1.44252119807594,1.97687176161598,2.06108599174122,1.83079468427763,1.22210174051659,0.370248388996607,0.965112094707241,1.72257152533388,1.46865675442247,1.34458408508878,0.585420182648131,1.24498770452081,1.58657351647021,1.88919861265864,1.38779408141497,1.28352504597033,1.74245383201569,0.336361083060188,0.443906691282091,1.32546071702726,-0.642332911629838,-1.62646863104798,-2.38395128356965,-2.54859947339685,-0.543410631397387,0.788512917769393,0.742816999605393,0.0187119994869574,-0.28270244369909,-0.261842091964545,-0.501421974138063,-3.56489632597402,-1.47646311155409,-0.893120118065169,..
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,"Korea, Rep.",KOR,-0.853213592204829,-2.31476499300502,-0.684268185648941,0.295933213735821,-0.727850583615544,-1.21502802711532,-3.31150973554085,-0.949166996727933,10.1447968693229,5.12966478667257,1.66978772372385,1.29800739187832,1.06928534204662,1.4652050095921,3.29279711964965,2.08487849630543,0.516485614105957,0.75902040763082,-0.38905282072439,3.89662914724742,2.51585366507856,0.882025073458368,2.52979033798748,4.30019462255103,4.64098293740656,6.54808545154575,6.32625298509034,4.50563915770476,4.197183372285,2.63559003374654,3.68544253695652,3.37133377280451,0.00457444041102832,0.38495240187664,4.07398159944313,5.16447639894319
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Mexico,MEX,-1.11075431498621,-2.91975509021086,-5.04000701816192,-2.97115419431017,-3.64928070910383,2.06602211605181,1.6784403703765,0.0192687222807484,-1.58838534968979,-1.17853107803576,-1.44806225098916,-1.6576886022459,-1.5063054123769,-1.3892298623911,-1.83390801755218,-1.58849699492463,-1.37261974746509,-1.69640173873917,-2.32515941667732,-1.56520268489561,-1.23846429847528,-1.27645482147645,-1.1790311072567,-1.18007360474353,-1.17242463508096,-2.08742930172503,-2.05894890589345,-1.92394880103589,-2.1248007728556,-0.402670673078944,1.6161884754227,-1.93091123353361,-2.93390516007755,-1.4432070905527,-0.858669079704223,-0.633272996185723
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Denmark,DNK,5.55730297768705,6.22040112190112,6.90450159083126,7.53193253917937,5.92875073345932,4.71334651795823,5.6680685838076,4.36471210724676,3.0759988820655,6.00228819423112,6.71528121185067,7.13650788114402,6.84611814754535,6.78499415289513,5.63535879382754,5.35144722324195,3.93887148585628,2.74729987567765,3.47152728769529,4.60296285298569,6.79383283936203,6.15432402017224,5.7994047065436,6.22900522298097,6.45594827782968,6.49828069287248,6.03512198839121,6.47622620230559,5.15275125956845,6.00974076778084,5.6403619777515,6.09322304590076,9.5146048462102,9.00338668701092,10.2389954334025,11.0118407619241
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Russian Federation,RUS,0.217323812480596,0.286020736503396,14.0678590215676,7.710745729112,4.56304543593942,3.39511723339807,4.22347544116268,2.20276164838289,6.6701576613834,17.0466555268369,20.0269755736737,12.6761285276468,10.7797423941646,11.3716945439598,12.253929712514,13.692883439694,12.7275490206864,8.62199822361337,9.23665462624692,7.44114138048607,8.07561608269267,8.07532355191802,6.66325029293692,5.40352425201101,6.42085284069341,8.04742957415926,5.19084611422384,5.3052376223825,10.0056132337522,7.63810769804841,5.07746281979712,9.41864361063294,12.6529449957023,4.2003669787661,4.29432594773269,2.69610398874401
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Spain,ESP,-4.1470183043494,-3.94280030219765,-3.58772986756121,-1.51399399379287,-1.00090134995113,-1.09829465583508,-0.151550477966892,0.205021089810413,-0.430557330544551,-1.91737142204347,-2.94377896409495,-2.26019247943529,-1.97360699118632,-2.20460630161596,-3.70300177080875,-4.81800883935517,-5.71695244463549,-5.78075451421338,-4.73251398737181,-0.86589809783875,-1.03774329361414,0.264997333183617,2.0454378723585,3.84214138908714,3.03941771925282,3.01532868738456,3.96538811915221,3.63334427327986,2.74021757421577,2.98490081438291,1.515921694205,0.989579707869206,0.877630985061739,3.8356586932094,4.16149730607842,3.82413677013097
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Turkiye,TUR,-4.21278979657569,-2.79375144516835,-2.95289417652611,-5.66948207576583,0.978410073484351,0.65522101870179,-0.531495252067271,0.11700413387833,0.93197566539943,-0.00498917662931236,-2.50784216732289,4.64933731885119,2.42764213538544,0.0211661117711708,-1.2845801756369,-2.07123439281512,-3.59430600497415,-3.65230751340748,-2.91849408664854,0.476580482539053,-3.76344510314783,-6.67086901506326,-3.39612506729306,-4.26183338158831,-2.67212467047683,-1.31335609821325,-1.60577894110722,-3.05666052974179,0.630574922822866,3.48130339674987,-2.90984442364009,0.498368961459877,-3.61585073655095,-1.85602311192189,0.537640299510246,-0.235134381841593
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,United Kingdom,GBR,-1.59055505113916,-0.124552522817555,-0.458891946977699,-0.0843340859701526,0.269639396883504,0.563443873761435,0.476680943379498,0.533415959079391,-0.498103318295499,-1.04736000886573,-1.22533511833803,-1.73561677887465,-2.37317163410751,-2.13076890175223,-2.31949382997914,-2.13027053644791,-1.87905932019918,-1.93339171981706,-1.67767537106397,-1.23899820764971,-1.55844734531101,-0.794217773639252,-0.969792787162515,-1.30430748455065,-1.757004820097,-1.36689737014631,-1.71641921332033,-1.24226238328608,-1.2007041945441,-1.19784585707431,0.73741481230468,0.0404279246309822,-1.07506967398426,-1.16784464879273,-0.726764896709049,-1.26341303105635
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,United States,USA,-1.30560321870476,-0.464637879459816,-0.532764691096014,-0.950257918609434,-1.26916433061863,-1.17493388853482,-1.19380086167408,-1.18881237910304,-1.79536892337118,-2.69489528377232,-3.71744009727097,-3.56028659802953,-4.02361290601209,-4.55599247585421,-5.19056091103065,-5.67444452292576,-5.69250678744429,-5.08443697308071,-5.01609967648987,-2.8950895171296,-3.53717207641639,-3.71555101074813,-3.39373703778215,-2.83432252119183,-2.89014091098105,-2.86591667382253,-2.67627933189587,-2.77037616875539,-2.87113761100856,-2.68008580508563,-2.89378184080948,-3.57938846341164,-3.59970406777088,-2.82795073709931,-3.06662434752828,..
Gross capital formation (current US$),NE.GDI.TOTL.CD,Argentina,ARG,19785104979.8088,27769271211.3267,38211583094.5993,46609970270.2703,51399500500,47736933000,53406319800,60990966300,62691747400,50645509000,49830828800,41986461000,10606870818.4831,18049680786.0707,28899558549.9966,37537987445.4148,43442829424.3763,57791082382.3567,70766944271.4722,53453089198.9967,75005496430.9387,97540924275.0855,90097938093.7597,95532250251.422,90857938989.9083,101527895313.53,98478204195.3019,117221253482.296,87192973455.9099,63626076655.6509,55605095047.4082,87952731464.0831,110223530597.589,125880374340.353,101103045606.63,110071583194.44
Gross capital formation (current US$),NE.GDI.TOTL.CD,Brazil,BRA,77637566666.6667,67714772727.2727,62141628264.2089,76775465684.3535,116346026081.567,133035735729.845,146842676151.627,156892618683.627,156890916720.737,104275108066.285,123900161034.381,104951350509.356,88954582529.6376,94099723052.1775,119886925625.932,153404562950.061,197339993435.47,276898674410.315,366633403153.181,313330901537.84,481555819516.185,571009350268.318,527983394391.084,536447707307.073,504677953396.414,313794446788.967,268807179390.676,301801190610.107,289361969908.247,290674211877.841,237886793319.883,326141864314.499,353068305547.863,345336547419.299,371183889247.133,389319075540.432
Gross capital formation (current US$),NE.GDI.TOTL.CD,Canada,CAN,126989201234.145,118470803875.36,109233060312.733,106980079063.638,113182483889.865,117437336053.629,119359735973.597,138975155279.503,133427030670.711,140324426196.406,153531075348.461,145368026859.504,150147199388.262,183287417029.477,219535741737.125,265498432084.502,311292313117.066,351163765012.569,373843486410.497,301860729594.961,379784645544.806,433114446678.52,454669831923.766,459944485737.643,449102772443.181,370785201353.99,347788719236.146,388409798045.735,403335573964.392,401796553256.17,375421837071.774,491540277163.246,550734409269.28,519222545007.038,525937023900.028,537159688324.215
Gross capital formation (current US$),NE.GDI.TOTL.CD,China,CHN,123261300353.728,136646341463.415,168436420722.135,194146834054.33,228350004171.142,288574980748.776,328101104439.105,345888214420.174,362851218716.172,377885422643.675,411581609430.883,481361274306.312,537360529962.884,663929616359.091,826107816292.792,931147769850.739,1107937379082.9,1449626501735.39,1958452391146.2,2331586892087.97,2854917581561.38,3549745173730.83,3974006124201.62,4474277400763.55,4836794860984.92,4820854761847.03,4827410068932.43,5334698476272.63,6127938860545.8,6212755948025.48,6384329452073.95,7768896607600.43,7758145200097.73,7514544752835.9,7582053246054.77,..
Gross capital formation (current US$),NE.GDI.TOTL.CD,Chile,CHL,8598922460.73965,8924066915.4675,11571225073.8149,13872572044.6942,14666482278.7541,20322218582.6367,23481882350.7036,25601757543.513,23464462968.1832,17043352038.0718,18606283507.1648,17243224359.4251,16939529769.2416,17898603797.034,21046937645.6033,28455036887.6282,34132215947.7934,38548345058.7128,51984037396.2254,39371507344.7562,53775451008.1026,66984148146.6574,76880038098.0197,76275196152.8771,65300593798.7618,62065929027.0218,59116649496.316,62512127812.1068,71606638741.3124,69424916730.9783,53558273999.2474,76194694386.803,77584362851.1292,78353283798.9151,76122644893.5728,85972917853.1247
Gross capital formation (current US$),NE.GDI.TOTL.CD,Colombia,COL,9859102855.09497,9395219966.82726,12007731215.9976,16573250501.4493,20865805055.6995,23865715568.447,21521876207.1285,22317169527.5126,19421058964.1494,11100892875.2683,14877018659.714,15743773626.5658,16897162880.9522,17681401845.9822,22763932759.648,31531602037.2919,37113626824.3944,48369655388.0625,57524219043.1967,51114240455.8022,62710983031.8365,77027443822.291,81939957734.4344,84758105725.5758,91510440481.6339,69773972998.1206,65498951805.9867,67361301606.6667,70834901642.7379,69066146741.2053,51712628202.1731,60255151624.0367,68391146780.1229,60100717645.0056,69267777667.3474,76474614414.9273
Gross capital formation (current US$),NE.GDI.TOTL.CD,France,FRA,307076135405.373,296874549470.992,303025774473.358,253610725040.537,277548558601.134,322028518859.246,307338248493.397,273849741514.947,301277963086.502,308252497044.055,297476760343.216,294831746799.449,308935389100.471,378958639795.45,450743801980.271,480328947125.292,525811262805.529,625952276679.178,686835891355.547,559395204029.726,564649110095.001,645831742495.137,585688774636.758,606032347168.276,624792988912.194,530422941449.179,533555194347.55,574247217455.53,628958185222.117,626925204346.666,603844131600.624,695554082458.516,671401802956.617,700733326190.797,679934850047.578,738515734125.293
Gross capital formation (current US$),NE.GDI.TOTL.CD,Germany,DEU,449240882459.751,491925751325.869,548994364433.312,502137702590.796,543880920814.752,634703152722.806,588053028333.767,519308594631.175,540829165277.315,525979861003.09,471366588004.707,447638324762.599,423660525410.981,496211785029.411,542550385627.801,542092430742.412,606152888047.058,724242824603.924,795408089587.5,626361916103.515,677160164733.335,813159379426.072,700324172363.672,753348395384.316,798504695917.252,667819137405.859,697180711816.344,779088012396.472,878016058949.019,846675363882.352,856427780059.146,987468702143.395,977830426959.148,1003424855154.92,1007375831787.5,1107742809147.45
Gross capital formation (current US$),NE.GDI.TOTL.CD,India,IND,87743461242.1094,67905847731.926,79084882875.8473,63445946163.9591,86106556408.0966,105030596995.344,89420392519.4172,106847742358.73,105234050234.063,142042225086.271,120271401428.678,145184897910.805,155775784776.875,187413068492.144,248887728627.02,307055400956.369,366687312639.919,510430648406.794,460644521506.104,526782184418.779,666654093364.027,721753910094.54,700851783791.42,631716032985.4,698763898362.984,675603796764.315,692401963751.449,821484338748.471,874214432208.492,853409661240.451,773630845204.822,1017195001183.23,1118362211658.41,1207976575397.55,1291685460935.73,1368918097792.96
Gross capital formation (current US$),NE.GDI.TOTL.CD,Japan,JPN,1220971777426.32,1379624714026.84,1424577673280.89,1561991043042.22,1647359594864.58,1821972451509.47,1683676367978.78,1495400067277.79,1274520588547.6,1371567808067.65,1495158469083.33,1287571927335.8,1154858519156.54,1225286047604.88,1317548270220.81,1316655506985.23,1258932770876.52,1239574195246.85,1391081613204.4,1262656553749.54,1369918788332.75,1535417564240.08,1582612849369.52,1337745984853.04,1313646586850.78,1203990855198.82,1340959749553.49,1341911191275.95,1398687312950.51,1433369221974.31,1395192534060.68,1427994766104.26,1259256590558.52,1218292830820.26,1159759537537.2,..
Gross capital formation (current US$),NE.GDI.TOTL.CD,"Korea, Rep.",KOR,117272391002.54,142015996928.084,143515512954.063,154493722706.744,186439085250.057,230667131871.413,250635058616.827,220256468800.445,111752674951.355,161171104006.194,197275848119.845,180863576036.646,203495388774.717,236016489229.484,269077039833.088,317898634013.096,361451962498.58,405942681321.955,367904554316.981,290574502909.322,391000639883.783,434760171887.995,416826949999.499,428952152203.346,463598077580.639,451177038823.47,473467167197.565,546669374592.839,570054009254.808,546249026586.262,549815812675.416,631114495480.884,599646520284.837,588329526198.386,562126047492.436,545443846942.771
Gross capital formation (current US$),NE.GDI.TOTL.CD,Mexico,MEX,60795307116.3006,73356962394.3573,84690582048.2614,119943733777.29,134735501021.15,73414274642.9781,85297723071.4652,110688727353.551,127123160116.821,140411558389.096,165219395618.958,161392714589.126,165444191451.537,159853308813.341,180659441765.158,197481153694.678,230213657977.316,254334533196.342,280181979200.37,219436474555.952,257911939197.886,298057430760.284,305967544298.33,301072262259.482,304193471256.239,287989149034.402,270755363972.829,284491350997.122,294947788290.189,288840518608.302,226866058060.819,285794237122.694,334023895644.484,418187405711.798,437549300027.348,414378221908.992
Gross capital formation (current US$),NE.GDI.TOTL.CD,Denmark,DNK,28739127104.6763,27279535214.5705,28946431139.3118,24836818118.7248,29200058799.4843,38161303548.4792,37532366392.4673,38139148005.148,39973682097.66,37062973108.5691,36572594920.2657,35860738453.4051,38004679848.506,45619448062.2979,54545129775.8342,58787246410.6455,68757277863.725,80794159303.415,85321917380.9851,61402895222.8171,57448931779.8927,65376904999.6584,62832315936.8984,66694768013.3162,71089429068.621,61991938274.1571,67683248999.5465,72811155216.0703,80055821274.1853,75594565951.856,80951056391.3056,97298765263.6197,99137135074.4523,95678357343.8197,98517344953.3195,102322090733.772
Gross capital formation (current US$),NE.GDI.TOTL.CD,Russian Federation,RUS,155778491171.75,187851851851.852,159322033898.305,117503805175.038,100892683873.472,100620223723.557,92711097237.3966,88988764044.9438,40546110252.4472,29053614947.1974,48549591183.7896,67298594446.349,69196172248.8038,89765989699.2785,123530024297.119,153395283527.248,209584377277.182,314067029451.138,423536512375.329,231402556959.187,344860686023.39,496355957477.997,542217627586.87,533496346280.307,461081988535.838,301993923297.009,294879201814.998,371617399719.976,363254798096.506,383685489518.326,350213330831.793,420883777321.894,531245248042.993,558699837138.645,578965939270.479,663165293731.598
Gross capital formation (current US$),NE.GDI.TOTL.CD,Spain,ESP,143891668299.053,150056959167.334,151730211279.051,112621253758.661,114794682648.118,138306645316.253,142810981216.34,133389772727.273,148088874039.425,162071558652.124,159528206691.765,166256604830.315,189326553612.549,249949118373.725,302791945809.653,339519699872.373,385927132394.117,449801856294.903,465950040054.687,349482262754.687,319853008733.334,308128782607.005,247491411440.625,237188600623.53,250488822882.352,233675619407.422,236932611303.503,258610003961.177,296438477232.941,293454570101.96,266039175500.39,319633203317.824,328738617754.865,342049598876.477,365380257216.406,408167988906.666
Gross capital formation (current US$),NE.GDI.TOTL.CD,Turkiye,TUR,36984821770.7934,34303068072.8667,37170488940.6286,48018752844.7883,27855371677.5305,64313155196.859,72822025674.0986,71304571823.6592,69836295469.5387,55197637678.7023,65970727856.9589,39659275384.5501,51829848476.6054,72088664821.0889,103227330121.912,140129371836.351,168783115580.282,202480502728.08,230501700240.18,154939476954.244,222650501081.612,269789457866.032,260477004689.864,301783334891.646,284696454077.646,260182382227.412,259754826025.989,283304990580.113,247077393364.634,213404849872.722,250563802939.387,288738530031.61,357493441959.144,394736237694.391,417674445002.373,505808728072.778
Gross capital formation (current US$),NE.GDI.TOTL.CD,United Kingdom,GBR,257505756392.045,229639971781.305,227852551772.552,200052375524.895,226664986225.895,255254852453.842,272592823712.949,287148002619.515,312212653196.423,313945963436.337,316716598577.697,311298402187.995,334815647482.014,377665306122.449,439804101061.882,469789090909.091,514259429622.815,595324129651.861,538647058823.529,388372020563.951,414911263534.811,441249769650.558,449149913047.105,480221871959.126,568706847114.494,544211229724.679,503348167379.465,516388234702.03,546846373242.748,547204896069.199,497966936911.31,603731486721.822,583658324347.143,631458585467.446,708368700518.545,788045454642.446
Gross capital formation (current US$),NE.GDI.TOTL.CD,United States,USA,1283818000000,1238437000000,1309124000000,1398709000000,1550658000000,1625177000000,1752014000000,1922205000000,2080672000000,2255537000000,2427258000000,2346725000000,2374093000000,2491277000000,2767457000000,3048006000000,3251847000000,3265035000000,3107208000000,2572572000000,2809976000000,2969181000000,3242785000000,3440159000000,3680311000000,3917913000000,3927962000000,4149091000000,4455419000000,4667673000000,4582373000000,5078807000000,5739002000000,5998984000000,6308623000000,..
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Argentina,ARG,19785104979.8088,27769271211.3267,38211583094.5993,45114528828.8288,51330897900,46285080200,49210611100,56727150100,59595219100,51073902400,46020116800,38098830100,11688424248.1085,19313487764.3146,26170381202.9054,34483165290.6659,42630505717.2557,56114681625.8495,68732764883.4796,51883572175.6764,70497814077.3976,91443182251.6994,86579294008.072,89922196966.4496,84105642157.6515,92571210122.056,79573035277.0583,97588216231.8032,80040541570.5404,63576894130.6922,55093408839.0922,84130008264.3843,111695689822.496,120105138255.454,101522875706.849,109295900034.835
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Brazil,BRA,79546500000,62029545454.5455,60463645673.3231,71018180630.6659,109004101196.96,156069192419.472,158525047059.994,168894644487.158,160152259036.274,102036851140.588,119976443173.613,103138270248.277,91387179470.4973,92693368979.4393,115922489991.005,152078703535.588,190625845953.275,251421388628.382,328747096714.032,318428960182.612,453577622444.403,539162699833.635,510714163042.883,517114089307.074,488090279827.213,321439091840.342,278769334001.277,300426867329.555,289397822829.501,289819598014.537,244458436865.141,299344079147.991,347450316094.013,359586088663.658,369608473956.357,383916319640.699
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Canada,CAN,129376071306.136,124120624945.448,115223794159.014,108031935508.875,112475834797.891,111177499271.349,118596993032.637,132963310703.452,130318166498.146,136973817055.933,145970641707.629,148917871900.826,151939081118.97,179219184926.129,214317448116.833,256176761841.888,301916431593.794,342807932222.326,364471415182.755,306637214591.899,379448759977.931,421619974885.965,447843495449.785,446640434761.011,440410285521.471,371236410475.862,347960714854.659,374322815203.045,391237204545.595,393732750480.922,383857863956.945,481110226192.679,507949425432.567,506103879443.43,520078081495.728,531311060255.429
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,China,CHN,86565315650.0956,100101045296.167,131189952904.239,166613890516.5,196693415733.594,240857329959.694,277142350263.255,302425252571.92,342979152690.471,360681303415.577,399521459432.767,453393641323.232,521256785555.368,641309202798.054,780791999227.721,910110018931.413,1075329111482.4,1357683411650.45,1811074229473.19,2252783317543.54,2695015515631.65,3338395140046.5,3805458298857.17,4294334930447.57,4630649568303.33,4694699581163.45,4706201149285.17,5192867621329.67,5995876333537.23,6151721422590.08,6275911069015.95,7526788365592.98,7552539216090.82,7391169506259.04,7426675490111.76,..
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Chile,CHL,7946298813.01894,7932911027.14136,10935913276.3873,13092385570.2768,14199310917.4736,18912395593.5648,21922810746.442,24551917913.0855,22611690462.9063,16939046110.1155,17268496119.4126,16095785368.7349,15650968683.081,16896927180.4331,21200854479.5902,28578668968.0592,32406685578.3872,37913267741.2458,48357583083.8777,41433371525.0696,49955334946.3643,62142759943.1226,71436237929.3163,73089934711.5032,66119369528.4953,61753005354.2306,60164914883.7094,61465488550.6115,68194554582.7732,68318106830.941,57327174167.895,73551651077.1016,77244164554.3398,81927580480.7778,77894180827.4003,86079872388.7719
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Colombia,COL,9115491976.26727,8612961061.52753,11160933686.2226,15183587215.829,19027353361.5579,20718082734.6334,20982522998.3904,21551215668.1837,18641760083.1146,11417816711.0217,14111663054.2082,15122440463.1986,16381727946.8917,17139967775.4219,22050562423.9691,30512271667.6977,36528956615.6707,49654661605.6493,53141828498.0059,52646499704.169,63152795093.2005,73410593325.5633,78309280514.8077,81532670374.7402,86429247840.5681,68603201437.9211,62564990483.6094,67746192353.0109,70943166882.8459,68705959026.0682,49641567077.6139,60486974112.4444,65913816191.7414,60260219997.6653,68190818310.5024,73231939966.913
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,France,FRA,294049030237.321,291503546099.291,304726517967.782,268999420894.139,279035916824.197,315006308319.096,311164892934.992,274836929647.112,289569935512.564,299980899454.441,284187822987.922,285864524843.622,303505053752.353,376175419650.548,439623315269.847,465946517122.49,507560380546.235,599835076685.845,671204113931.484,579153412861.523,568467571810.001,622858356218.873,581030002433.672,598967423258.668,599668913479.567,502171414715.195,516840403892.102,554546820387.177,608480670213.019,610343995697.254,594094802493.076,696614409146.5,656377536816.929,697878560760.601,698358156244.219,741239445479.332
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Germany,DEU,433376813945.043,465937536829.699,535526612398.247,498153318348.515,532215258527.179,608450934898.321,574831037171.822,500839160839.161,510261198177.17,505504163886.488,450103179901.177,423624705869.686,418088259446.667,488284613001.175,537133191038.998,542928459405.447,592884975278.823,686887704689.022,760232031041.406,655295282662.89,665202200400.001,765025566780.157,718085090963.672,745306640656.865,784353505562.742,676380138869.922,708908350296.889,758113221992.943,844240759968.627,837608739827.45,841200021534.633,922507873352.698,907464663910.509,966808774354.919,958687111161.719,1025971579420
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,India,IND,83718295868.5684,66403598831.0915,72309963480.4499,66103013543.2141,76447764811.0753,90563784414.7983,96357120054.4483,105422644244.087,107270853380.621,126336800901.091,121884874869.223,145303445579.778,145895259683.575,172190930544.337,217767622880.795,268719466729.103,315785264190.765,435748337900.115,416231927051.965,455592813348.046,556807282880.028,625551370081.665,611105980816.668,581075865322.952,613374078859.467,604427075366.936,646867394694.409,747127475823.859,796366002399.328,806858839433.266,730885041606.85,936816398158.319,1051909283642,1116775131527.77,1190050811692.66,1253246368503.29
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Japan,JPN,1193011827228.62,1343404142652.15,1407217473993.56,1550325489299.25,1646865503415.59,1804148646177.53,1660436609606.07,1471014762267.24,1261945085493.1,1405274311981.37,1498583498429.46,1286377972646.84,1169814495805.02,1227594267403.3,1302847688852.33,1310633815467.86,1257304214212.81,1223592504681.39,1361618428881.72,1317326795632.37,1369411838419.68,1523606573152.06,1568299107280.55,1345468664460.93,1316311182475.45,1195854146307.7,1335254414005.55,1331115598342.82,1377919028486.28,1425683664981.95,1408176897666.92,1415072268380.39,1238079104773.54,1221080907786.17,1165392892180.83,..
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,"Korea, Rep.",KOR,107481559536.354,130905390348.69,133708439163.836,145289201999.126,171949246607.55,214180109696.524,233066854222.613,206746907249.657,119703872461.739,152437629787.67,188179308241.026,173140383391.224,196223559919.791,226364371958.642,254507215106.496,295978182955.126,334075485669.369,367117481885.803,337208395978.138,303639901952.339,363369420472.822,399711685256.164,398672549604.116,419423689419.694,454310246571.179,449143443248.059,471632519001.437,542106955185.178,556305232141.447,527284116676.642,541375256319.382,611591118750.905,574606694153.17,580134835763.453,563167287063.354,530442590296.478
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,Mexico,MEX,46971997785.6779,58654274904.5033,71260990830.7156,106325942501.919,119948397937.02,61637325928.7241,76556665431.4892,101521985588.107,117152432749.324,131924953647.327,157542302950.286,156613261963.649,157009254079.191,153906481766.322,170291061811.54,190032339740.566,221192935894.074,246430281880.113,273652400236.232,214862076778.919,249307402543.588,288474941933.822,297313159736.718,291905706408.209,295706657463.447,281049750802.406,263907643771.789,276551490007.38,289545442863.154,282547311091.319,225418412688.159,280557432299.113,328941890760.582,417691765232.815,434966483596.868,410617303914.831
